"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Tanzania","TZA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","756967552.027658","938713381.532508","903623433.025834","825416843.833835","772129435.839224","605532648.691847","750597437.396563","636567027.024819","1009727800.18478","995801899.576638","1050202572.33844","1085992038.86407","1252937984.60248","1579239111.719","1914042513.61344","2192369776.80739","2213868828.23187","2865742231.29172","3163021577.69669","3625989419.59392","3317241238.87247","3360661079.33594","4134367885.19737","4585703113.43238","4932585899.92055","4706919239.43589","4512799980.76937","4530193405.81668","4624475473.71324","4749351879.01705","5087018121.46288","5656040959.92223","6290235511.12467","6925574031.83243","",
"Uganda","UGA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","37421988.5971639","37421988.5971639","42542097.6032988","44905547.4701488","50815220.6953334","87218255.6348873","93238135.2372953","103317933.641327","111577768.444631","124597508.049839","","","","","","","","","","","","","243500000","228666666.666667","396863015.46947","510133965.786569","353596918.123703","499111271.472734","527566666.666667","367857134.055262","323305443.466153","293622866.634845","275962211.395921","359097095.920703","468683572.478457","643402339.452256","710657943.844032","833242760.728601","847264716.947078","771670706.356574","898288612.054054","910058251.908959","1037533418.67282","1040257453.60446","1102580634.76223","1339018549.44449","1407078986.12911","1534601783.67674","1618897362.61598","1654749558.30247","2206814923.59376","4291633567.07611","2073738129.06915","2052466663.60644","2422742968.12272","2900121375.44503","2147061725.13644","2462458657.58294","2843601880.33463","3101645541.55376","3576326863.84675","4025254929.47925","4459600731.68839","4665316634.90482","",
"Ukraine","UKR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14342940773.4318","13451869535.8501","13478171372.861","12983508690.3794","10492842399.7798","10174437007.508","10254917349.1958","9695709738.72747","13740977504.9982","10306416097.3766","6262283891.1671","5794053306.17273","7430986020.36448","7774528899.63157","9486585376.8306","11354013912.3895","15641022188.6855","19745346534.6535","25335049504.9505","31928981145.8452","23630256544.5295","27771172554.5983","29957842818.4377","34582780265.2199","36000375328.4124","24919533739.4637","17226834630.536","17366099163.3548","23184198765.8125","27188368504.5109","28900057181.9044","30219540934.1006","35442802217.6347","64530718932.7464","74513077774.1273","",
"Upper middle income","UMC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","21431959240.1713","21534060044.1969","20521008037.9137","21955573861.7204","23343577111.7477","25773226410.0687","29800209532.9593","28842686077.6007","30618763145.7469","34907639373.4502","39240744714.8528","45038651809.3175","51866966539.448","67500645345.436","88984216640.9115","103753007919.365","113310113475.192","124042793707.708","142346652925.264","161728554304.939","184609923773.856","206997337633.361","212382351527.937","207066503515.972","213654279138.093","224657958722.229","236973789443.153","234337589667.076","249056866748.443","283214221804.172","335056348508.906","302421797340.433","320766624699.618","371442448520.614","421615750643.204","506488454558.087","545731303872.258","588101274552.82","600871031049.891","585590919256.228","627069351895.98","636204369908.276","637127194987.547","699740252819.528","807961165596.653","964801600526.084","1141616386943.88","1408079558477.84","1714181704995.47","1815588833990.43","2170031865241.65","2657395745997.36","2879256509203.75","3091284014019.51","3219963237613.43","3179319741286.16","3215861509797.32","3504192351957.79","3746049562498.9","3855182853122.89","3861609697903.14","4252615405307.84","4419445215914.72","4656937836808.91","",
"Uruguay","URY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","102810143.934202","158255670.828205","229175848.391362","198242252.031983","265392781.316348","261745544.298712","239369104.685325","225794926.759557","210045826.219786","301612903.225806","356451612.903226","472580645.16129","286346274.908123","424662714.944181","615115675.616618","495877748.78867","527963663.890992","524031563.84505","630232429.441063","860489049.542845","1265582805.18049","1595716491.66152","1441465351.29933","741392935.928827","659309398.854962","683637154.494049","842518853.097719","974304059.027501","1000181307.47796","1041569405.22684","1124906368.96272","1340465181.7474","1491814697.90519","1826577506.94478","2074487942.60492","2284689084.89526","2628232302.40774","2646649045.79439","2766564374.03008","2923966073.74353","2820054477.87","2610682119.54291","1680104579.35979","1444162253.16155","1506183146.48235","1898708010.26202","2227871421.17855","2732027936.57286","3800663973.9138","4233697464.23506","5304999029.12742","6423921907.64436","7198701277.53646","8294336855.77812","8422759452.42251","7980540587.75586","","","","","","","","","",
"United States","USA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","192785000000","208960000000","225498000000","239125000000","265205000000","296725000000","314508000000","341169000000","370770000000","404705000000","453650000000","507041000000","554529000000","595393000000","634728000000","690640000000","737989000000","776893000000","820454000000","881429000000","948186000000","1004857000000","1048383000000","1073040000000","1108101000000","1141743000000","1172889000000","1220528000000","1267607000000","1351427000000","1437588000000","1538151000000","1645819000000","1746378000000","1851920000000","1962027000000","2072953000000","2198532000000","2353440000000","2433429000000","2511047000000","2511311000000","2515439000000","2530745000000","2562276000000","2603988000000","2653374000000","2715714000000","2859732000000","3012056000000","3180853000000","3375285000000","3566532000000","3723954000000","",
"Uzbekistan","UZB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5603076322.36249","4881201672.42012","3881993752.2268","4273958193.75498","4300474051.89621","3022550943.39623","3072830228.61981","3518228498.07445","2573215266.91745","2109264103.33573","1743801932.30433","1763394897.77009","1948863814.75667","2274894423.77846","2651281462.27808","3482603602.74797","4706778889.89991","5212128655.44957","6223335599.97097","7202498019.03653","8348107151.41236","9747867357.71812","10708128668.5142","11737243797.3869","12179928671.7807","7874656025.79459","7102891163.99706","9736977380.07166","9728810178.15008","11543749569.8552","13494057707.4335","14673561510.1727","",
"St. Vincent and the Grenadines","VCT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","1032068665.56499","915747052.365516","994278037.912511","1158234650.55973","911954022.988506","967688888.888889","1053711111.11111","1118222222.22222","1225733333.33333","1311755555.55556","1419266666.66667","1715454545.45455","1869386363.63636","2160418604.65116","2880558139.53488","3578186046.51163","4455860465.11628","5176000000","5423558139.53488","6256209302.32558","7899046511.62791","9586860465.11628","9586860465.11628","9294302325.5814","5973135391.92399","6263786666.66667","6549785567.01031","4746075862.06896","6136144827.58621","4027079509.96877","3958445352.76346","4993219533.65596","5369232269.09758","4964274837.15269","4085793939.39394","5334294330.98658","3421905343.87731","11615720035.5523","12300975223.6422","12067287960.7082","14584482572.6036","17499137945.0132","12082998535.6189","10762624595.066","13444595171.1922","16087832037.325","21486462040.0559","28728856078.2487","37465760981.0687","45181892660.636","44075049688.7205","36451769985.7786","46486258830.1121","45963192420.7883","70440637790.013","","","","","","","","","","",
"British Virgin Islands","VGB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","788000000","737000000","746000000","777000000","898000000","1000000000","1043000000","1110000000","1218000000","1147000000","1026000000","1043000000","1048000000","1035000000","1048000000","1212000000","1696000000","1527000000","1469000000","1528000000","1606000000","","",
"Viet Nam","VNM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1697815817.61351","2059532732.43053","2182602555.48694","2074389508.5921","1946253342.90187","2000734087.16574","2068771151.38326","2185280931.96767","2499744781.50605","2903277022.73593","3149773786.49971","3672194694.9685","4299687211.36905","5576162799.61355","6125958951.38955","15284351554.3253","17226569081.839","20429808920.2627","23328810726.3965","24086266096.8154","25492766050.6402","26733810597.6472","28514983377.9385","30222633579.2384","32028302133.2028","32855058667.036","35126918559.195","36658916153.1935","38038990171.5064","",
"Vanuatu","VUT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","30631699.1741346","23257348.6211373","24187178.8208881","36832041.8637416","41287916.9605966","42543760.3742267","44211588.0309313","46800608.107493","50811100.6837378","43837576.0500508","46617119.4259354","49973137.5358166","52296458.3039368","51841981.8886175","58648683.4757957","61688861.9314786","70444597.6064949","53171657.8924657","52941753.0927128","57811349.9903157","56573753.5576823","52906666.6666667","40625486.513549","47369174.7157913","50335450.3980678","52313208.1385658","61848775.1262683","85164124.4661379","91597930.6367614","97394780.496045","122551962.377745","130223633.355165","120922952.368101","119353729.804056","107477293.039585","120333060.257264","116321733.11823","153449009.246664","154758770.934507","192682979.97516","","","","","",
